Référence	ContexteGauche	Pivot	ContexteDroit
1715_Lesage_GilBlas1	parla de moi fort avantageusement ; mais j’	étais	alors revenu des louanges, et j’en pouvais entendre sans péril
1715_Lesage_GilBlas1	alors revenu des louanges, et j’en	pouvais	entendre sans péril. Là-dessus, ils me louèrent tous ; ils
1715_Lesage_GilBlas1	me louèrent tous ; ils dirent que je	paraissais	né pour être leur échanson, que je valais cent fois mieux
1715_Lesage_GilBlas1	né pour être leur échanson, que je	valais	cent fois mieux que mon prédécesseur. Et comme depuis sa mort
1715_Lesage_GilBlas1	. Et comme depuis sa mort, c’	était	la señora Léonarde qui avait l’honneur de présenter le nectar à
1715_Lesage_GilBlas1	mort, c’était la señora Léonarde qui	avait	l’honneur de présenter le nectar à ces dieux infernaux, ils
1715_Lesage_GilBlas1	, qui, buvant à proportion qu’ils	mangeaient	, furent bientôt de belle humeur et firent un beau bruit.
1715_Lesage_GilBlas1	Rolando, fatigué d’une scène où il	mettait	inutilement beaucoup du sien, le prit sur un ton si haut
1715_Lesage_GilBlas1	lieutenant et les autres, comme s’ils	avaient	eu quelque chose de beau à raconter, acceptèrent avec de grandes
1715_Lesage_GilBlas1	des réjouissances infinies. Mon père, qui	était	déjà vieux, sentit une joie extrême de se voir un héritier
1715_Lesage_GilBlas1	de son propre lait. Mon aïeul maternel	vivait	encore en ce temps -là : c’était un bon vieillard qui
1715_Lesage_GilBlas1	vivait encore en ce temps -là : c’	était	un bon vieillard qui ne se mêlait plus de rien que de
1715_Lesage_GilBlas1	c’était un bon vieillard qui ne se	mêlait	plus de rien que de dire son rosaire et de raconter ses
1715_Lesage_GilBlas1	de raconter ses exploits guerriers ; car il	avait	longtemps porté les armes, et souvent il se vantait d’avoir
1715_Lesage_GilBlas1	porté les armes, et souvent il se	vantait	d’avoir vu le feu. Je devins insensiblement l’idole de
1715_Lesage_GilBlas1	l’idole de ces trois personnes ; j’	étais	sans cesse dans leurs bras. De peur que l’étude ne
1715_Lesage_GilBlas1	plus puérils. Il ne faut pas,	disait	mon père, que les enfants s’appliquent sérieusement, que le
1715_Lesage_GilBlas1	. En attendant cette maturité, je n’	apprenais	ni à lire ni à écrire ; mais je ne perdais pas
1715_Lesage_GilBlas1	lire ni à écrire ; mais je ne	perdais	pas pour cela mon temps : mon père m’enseignait mille sortes
1715_Lesage_GilBlas1	pour cela mon temps : mon père m’	enseignait	mille sortes de jeux. Je connaissais parfaitement les cartes, je
1715_Lesage_GilBlas1	m’enseignait mille sortes de jeux. Je	connaissais	parfaitement les cartes, je savais jouer aux dés, et mon
1715_Lesage_GilBlas1	. Je connaissais parfaitement les cartes, je	savais	jouer aux dés, et mon grand-père m’apprenait des romances sur
1715_Lesage_GilBlas1	jouer aux dés, et mon grand-père m’	apprenait	des romances sur les expéditions militaires où il s’était trouvé.
1715_Lesage_GilBlas1	romances sur les expéditions militaires où il s’	était	trouvé. Il me chantait tous les jours les mêmes couplets ;
1715_Lesage_GilBlas1	où il s’était trouvé. Il me	chantait	tous les jours les mêmes couplets ; et, lorsque, après
1715_Lesage_GilBlas1	trois mois dix ou douze vers, je	venais	à les réciter sans faute, mes parents admiraient ma mémoire.
1715_Lesage_GilBlas1	à les réciter sans faute, mes parents	admiraient	ma mémoire. Ils ne paraissaient pas moins contents de mon esprit
1715_Lesage_GilBlas1	mes parents admiraient ma mémoire. Ils ne	paraissaient	pas moins contents de mon esprit, quand, profitant de la
1715_Lesage_GilBlas1	quand, profitant de la liberté que j’	avais	de tout dire j’interrompais leur entretien pour parler à tort et
1715_Lesage_GilBlas1	liberté que j’avais de tout dire j’	interrompais	leur entretien pour parler à tort et à travers. Ah !
1715_Lesage_GilBlas1	Ah ! qu’il est joli ! s’	écriait	mon père, en me regardant avec des yeux charmés. Ma
1715_Lesage_GilBlas1	avec des yeux charmés. Ma mère m’	accablait	aussitôt de caresses, et mon grand-père en pleurait de joie.
1715_Lesage_GilBlas1	aussitôt de caresses, et mon grand-père en	pleurait	de joie. Je faisais aussi devant eux impunément les actions les
1715_Lesage_GilBlas1	mon grand-père en pleurait de joie. Je	faisais	aussi devant eux impunément les actions les plus indécentes ; ils me
1715_Lesage_GilBlas1	les actions les plus indécentes ; ils me	pardonnaient	tout : ils m’adoraient. Cependant, j’entrais dans ma
1715_Lesage_GilBlas1	; ils me pardonnaient tout : ils m’	adoraient	. Cependant, j’entrais dans ma douzième année, et je
1715_Lesage_GilBlas1	: ils m’adoraient. Cependant, j’	entrais	dans ma douzième année, et je n’avais point encore eu
1715_Lesage_GilBlas1	dans ma douzième année, et je n’	avais	point encore eu de maître. On m’en donna un :
1715_Lesage_GilBlas1	fort salutaire ; car, ou je me	moquais	des menaces de mon précepteur, ou bien, les larmes aux
1715_Lesage_GilBlas1	bien, les larmes aux yeux, j’	allais	m’en plaindre à ma mère ou à mon aïeul, et
1715_Lesage_GilBlas1	ou à mon aïeul, et je leur	disais	qu’il m’avait maltraité. Le pauvre diable avait beau venir
1715_Lesage_GilBlas1	, et je leur disais qu’il m’	avait	maltraité. Le pauvre diable avait beau venir me démentir, il
1715_Lesage_GilBlas1	il m’avait maltraité. Le pauvre diable	avait	beau venir me démentir, il passait pour un brutal, et
1715_Lesage_GilBlas1	diable avait beau venir me démentir, il	passait	pour un brutal, et l’on me croyait toujours plutôt que
1715_Lesage_GilBlas1	pour un brutal, et l’on me	croyait	toujours plutôt que lui. Il arriva même un jour que je
1715_Lesage_GilBlas1	le ciel à témoin qu’il ne m’	avait	pas touché. Je me défis ainsi de tous mes précepteurs,
1715_Lesage_GilBlas1	en présenter un tel qu’il me le	fallait	. C’était un bachelier d’Alcala. L’excellent maître pour
1715_Lesage_GilBlas1	tel qu’il me le fallait. C’	était	un bachelier d’Alcala. L’excellent maître pour un enfant de
1715_Lesage_GilBlas1	maître pour un enfant de famille ! Il	aimait	les femmes, le jeu et le cabaret : je ne pouvais
1715_Lesage_GilBlas1	le jeu et le cabaret : je ne	pouvais	être en meilleures mains. Il s’attacha d’abord à gagner
1715_Lesage_GilBlas1	avec lui dans tous les lieux qu’il	aimait	, il m’en inspira si bien le goût, qu’au
1715_Lesage_GilBlas1	. Dès qu’il vit que je n’	avais	plus besoin de ses préceptes, il alla les offrir ailleurs.
1715_Lesage_GilBlas1	offrir ailleurs. Si dans mon enfance j’	avais	vécu au logis fort librement, ce fut bien autre chose quand
1715_Lesage_GilBlas1	devenir maître de mes actions. Je me	moquais	à tout moment de mon père et de ma mère. Ils
1715_Lesage_GilBlas1	père et de ma mère. Ils ne	faisaient	que rire de mes saillies ; et plus elles étaient vives,
1715_Lesage_GilBlas1	rire de mes saillies ; et plus elles	étaient	vives, plus ils les trouvaient agréables. Cependant, je faisais
1715_Lesage_GilBlas1	plus elles étaient vives, plus ils les	trouvaient	agréables. Cependant, je faisais toutes sortes de débauches avec des
1715_Lesage_GilBlas1	ils les trouvaient agréables. Cependant, je	faisais	toutes sortes de débauches avec des jeunes gens de mon humeur ;
1715_Lesage_GilBlas1	humeur ; et comme nos parents ne nous	donnaient	pas assez d’argent pour continuer une vie si délicieuse, chacun
1715_Lesage_GilBlas1	pour continuer une vie si délicieuse, chacun	dérobait	chez lui ce qu’il pouvait prendre ; et, cela ne
1715_Lesage_GilBlas1	, chacun dérobait chez lui ce qu’il	pouvait	prendre ; et, cela ne suffisant point encore, nous commençâmes
1715_Lesage_GilBlas1	a produit le même effet. Mon père	était	un boucher de Tolède ; il passait, avec justice, pour
1715_Lesage_GilBlas1	père était un boucher de Tolède ; il	passait	, avec justice, pour le plus grand brutal de la ville
1715_Lesage_GilBlas1	de la ville, et ma mère n’	avait	pas un naturel plus doux. Ils me fouettaient dans mon enfance
1715_Lesage_GilBlas1	pas un naturel plus doux. Ils me	fouettaient	dans mon enfance comme à l’envi l’un de l’autre
1715_Lesage_GilBlas1	l’un de l’autre ; j’en	recevais	tous les jours mille coups. La moindre faute que je commettais
1715_Lesage_GilBlas1	mille coups. La moindre faute que je	commettais	était suivie des plus rudes châtiments. J’avais beau demander grâce
1715_Lesage_GilBlas1	coups. La moindre faute que je commettais	était	suivie des plus rudes châtiments. J’avais beau demander grâce les
1715_Lesage_GilBlas1	était suivie des plus rudes châtiments. J’	avais	beau demander grâce les larmes aux yeux et protester que je me
1715_Lesage_GilBlas1	larmes aux yeux et protester que je me	repentais	de ce que j’avais fait, on ne me pardonnait rien
1715_Lesage_GilBlas1	que je me repentais de ce que j’	avais	fait, on ne me pardonnait rien. Quand mon père me
1715_Lesage_GilBlas1	que j’avais fait, on ne me	pardonnait	rien. Quand mon père me battait, ma mère, comme
1715_Lesage_GilBlas1	me pardonnait rien. Quand mon père me	battait	, ma mère, comme s’il ne s’en fût pas
1715_Lesage_GilBlas1	s’en fût pas bien acquitté, se	mettait	de la partie, au lieu d’intercéder pour moi. Ces
1715_Lesage_GilBlas1	Là je me faufilai avec des gueux qui	menaient	une vie assez heureuse. Ils m’apprirent à contrefaire l’aveugle
1715_Lesage_GilBlas1	préparent à jouer une comédie, nous nous	disposions	à faire nos personnages. Chacun courait à son poste ; et
1715_Lesage_GilBlas1	nous disposions à faire nos personnages. Chacun	courait	à son poste ; et le soir nous réunissant tous, nous
1715_Lesage_GilBlas1	pendant la nuit aux dépens de ceux qui	avaient	eu pitié de nous pendant le jour. Je m’ennuyai pourtant
1715_Lesage_GilBlas1	brouillâmes avec un homme de justice qui nous	avait	toujours protégés. Chacun prit son parti. Pour moi, j’
1715_Lesage_GilBlas1	entrai dans une troupe d’hommes courageux qui	faisaient	contribuer les voyageurs ; et je me suis si bien trouvé de
1715_Lesage_GilBlas1	si maltraité ; car, s’ils m’	avaient	élevé un peu plus doucement, je ne serais présentement sans doute
1715_Lesage_GilBlas1	Messieurs, dit alors un jeune voleur qui	était	assis entre le capitaine et le lieutenant, les histoires que nous
1715_Lesage_GilBlas1	elle m’eut mis au monde (elle	était	encore jeune, propre, et bonne nourrice) on lui proposa
1715_Lesage_GilBlas1	) on lui proposa un nourrisson. C’	était	un enfant de qualité, un fils unique qui venait de naître
1715_Lesage_GilBlas1	enfant de qualité, un fils unique qui	venait	de naître dans Séville. Ma mère accepta volontiers la proposition ;
1715_Lesage_GilBlas1	bon office. Mon père, qui n’	était	pas plus scrupuleux qu’un autre paysan, approuva la supercherie ;
1715_Lesage_GilBlas1	le moindre soupçon du tour qu’on leur	avait	joué, et jusqu’à l’âge de sept ans je fus
1715_Lesage_GilBlas1	donnèrent toutes sortes de maîtres ; mais j’	avais	peu de disposition pour les exercices qu’on m’apprenait, et
1715_Lesage_GilBlas1	de disposition pour les exercices qu’on m’	apprenait	, et encore moins de goût pour les sciences qu’on me
1715_Lesage_GilBlas1	de goût pour les sciences qu’on me	voulait	enseigner. J’aimais beaucoup mieux jouer avec les valets, que
1715_Lesage_GilBlas1	sciences qu’on me voulait enseigner. J’	aimais	beaucoup mieux jouer avec les valets, que j’allais chercher à
1715_Lesage_GilBlas1	mieux jouer avec les valets, que j’	allais	chercher à tous moments dans les cuisines ou dans les écuries.
1715_Lesage_GilBlas1	toutefois longtemps ma passion dominante ; je n’	avais	pas dix-sept ans que je m’enivrais tous les jours. J’
1715_Lesage_GilBlas1	n’avais pas dix-sept ans que je m’	enivrais	tous les jours. J’agaçais aussi toutes les femmes du logis
1715_Lesage_GilBlas1	je m’enivrais tous les jours. J’	agaçais	aussi toutes les femmes du logis. Je m’attachai principalement à
1715_Lesage_GilBlas1	me parut mériter mes premiers soins. C’	était	une grosse joufflue, dont l’enjouement et l’embonpoint me plaisaient
1715_Lesage_GilBlas1	, dont l’enjouement et l’embonpoint me	plaisaient	fort. Je lui faisais l’amour avec si peu de circonspection
1715_Lesage_GilBlas1	l’embonpoint me plaisaient fort. Je lui	faisais	l’amour avec si peu de circonspection, que don Rodrigue même
1715_Lesage_GilBlas1	de don Rodrigue ; et ce vol ne	laissait	pas d’être assez considérable ; puis, allant chercher ma belle
1715_Lesage_GilBlas1	allant chercher ma belle Hélène, qui s’	était	retirée chez une blanchisseuse de ses amies, je l’enlevai en
1715_Lesage_GilBlas1	ce mariage, j’appris que don Rodrigue	était	mort. Je ne fus pas insensible à cette nouvelle ; je
1715_Lesage_GilBlas1	y trouvai du changement. Ma mère n’	était	plus, et, en mourant, elle avait eu l’indiscrétion
1715_Lesage_GilBlas1	plus, et, en mourant, elle	avait	eu l’indiscrétion d’avouer tout en présence du curé de son
1715_Lesage_GilBlas1	bons témoins. Le fils de don Rodrigue	tenait	déjà ma place, où plutôt la sienne, et il venait
1715_Lesage_GilBlas1	, où plutôt la sienne, et il	venait	d’être reconnu avec d’autant plus de joie, qu’on
1715_Lesage_GilBlas1	d’autant plus de joie, qu’on	était	moins satisfait de moi ; de manière que, n’ayant rien
1715_Lesage_GilBlas1	son histoire, un autre dit qu’il	était	fils d’un marchand de Burgos ; que dans sa jeunesse,
1715_Lesage_GilBlas1	, poussé d’une dévotion indiscrète, il	avait	pris l’habit et fait profession dans un ordre fort austère,
1715_Lesage_GilBlas1	sienne, où, pendant que je l’	aidais	à se déshabiller : Eh bien ! Gil Blas, me dit
1715_Lesage_GilBlas1	à la cuisine, où Domingo (c’	était	le nom du vieux nègre) et la dame Léonarde soupaient en
1715_Lesage_GilBlas1	du vieux nègre) et la dame Léonarde	soupaient	en m’attendant. Quoique je n’eusse point d’appétit,
1715_Lesage_GilBlas1	m’asseoir auprès d’eux. Je ne	pouvais	manger, et, comme je paraissais aussi triste que j’avais
1715_Lesage_GilBlas1	ne pouvais manger, et, comme je	paraissais	aussi triste que j’avais sujet de l’être, ces deux
1715_Lesage_GilBlas1	, comme je paraissais aussi triste que j’	avais	sujet de l’être, ces deux figures équivalentes entreprirent de me
1715_Lesage_GilBlas1	, et me conduisit dans un caveau qui	servait	de cimetière aux voleurs qui mouraient de leur mort naturelle, et
1715_Lesage_GilBlas1	caveau qui servait de cimetière aux voleurs qui	mouraient	de leur mort naturelle, et où je vis un grabat qui
1715_Lesage_GilBlas1	, et où je vis un grabat qui	avait	plus l’air d’un tombeau que d’un lit. Voilà
1715_Lesage_GilBlas1	du soleil ; et comme si ce n’	était	pas assez d’être enterré tout vif à dix-huit ans, il
1715_Lesage_GilBlas1	avec des morts ! Ces pensées qui me	semblaient	très mortifiantes, et qui l’étaient en effet, me faisaient
1715_Lesage_GilBlas1	me semblaient très mortifiantes, et qui l’	étaient	en effet, me faisaient pleurer amèrement. Je maudis cent fois
1715_Lesage_GilBlas1	et qui l’étaient en effet, me	faisaient	pleurer amèrement. Je maudis cent fois l’envie que mon oncle
1715_Lesage_GilBlas1	maudis cent fois l’envie que mon oncle	avait	eue de m’envoyer à Salamanque ; je me repentis d’avoir
1715_Lesage_GilBlas1	question. Mais, considérant que je me	consumais	en plaintes vaines, je me mis à rêver aux moyens de
1715_Lesage_GilBlas1	levai quand je jugeai que Léonarde et Domingo	reposaient	. Je pris la lampe et sortis du caveau en me recommandant
